Date,Text,Username,Location
2018-12-26 07:31:39,"So I woke up to some noise from my neighbors discussing Buhari.

They all agreed that he's a clone, the real one is dead.

The most convinced of them, said the British is aware &amp; they don't want power to shift to the South 

He's the Auditor of Unity bank, Auchi.

Educated moron.",ibrahimikhina,"Auchi, Nigeria"
2018-12-26 07:31:35,"@jeffphilips1 @GEJonathan Now u see how real corruption finished ur lovely Buhari, simply because he was dum enough to think corruption is all about stealing. The contract padding, the bribery, the forgery, abuse of office goes on unnoticed because u focus on the most obvious part. U see y u failed",wydot20,Lagos 
2018-12-26 07:30:53,@tomiewah I'll thank God that Nigerians voted for buhari in my dreams,sick_pikin,port Harcourt Nigeria 
2018-12-26 07:29:49,"Buhari and wife can no longer settle rifts in their other room but they can words  through media

APC should look into the domestic violence erupting in Buharis house.",modebolanle,Lagos Nigeria 
2018-12-26 07:29:37,"Having listen to Senator AYO ARISE!! 
There's no way one can promote a FAILURE.

BUHARI is a failure and must be booted out come 2019.",Viva56860733,
2018-12-26 07:29:36,"@chamberlainusoh Mr President never meet d present IG of Police in person before he appoint him. Same thing goes to d appointment of CG of NSCDC. 

Again, if he will do that, same media will say Cabals are ruling not Buhari. 

Sunrise daily.",batabosso,"Lagos, Nigeria"
2018-12-26 07:29:31,"@realFFK Buhari's coming back is not a  matter of  ""when"", it is a matter of ""if""! Remember the story of the rich fool in the Bible? Like you said, a word is enough for the wise!  God rules in the affairs of men.",martha_buba,
2018-12-26 07:29:31,"Buhari!
Buhari
Buhari
Abi nor be Ur name ?
Light no dey here o. 
Werin dey happen. 
Christmas nor dey dey without uninterrupted power b4 o. 
Na wa o.",mo4six,"Lekki, Lagos"
2018-12-26 07:29:21,@ernestebule @zege123 @AttahirBabaji @aykay_umr @omonlakiki @atiku Buhari's BokoHaram and Herdsmen Can u imagine this nonsense? What is has her domestic accident got to do with herdsmen? People like you are embecile that's why everything is Buhari even if it doesn't concern him. You're an IPOB so I am not supirse at all.,MOHD_Ks,"Abuja, Nigeria"
2018-12-26 07:29:16,"@henryshield SHIELD - Sentiments, Hardship, Insecurity, Embezzlment, Lack of Unity, Deaths. 2019 will be better without BUHARI. Do you me to expand BUHARI too?",xavia_spirits,#Relocated #Freedhom-fighta
2018-12-26 07:28:55,"I am shockingly shocked to see  Buhari singing Christmas song two months to the elections..
Something he has not done for the past 3 years.....

Oloriburuku jati jati nii awon people yii sé... 😂😂😂",Iam_KingBuchi,Nigeria
2018-12-26 07:27:34,"@MaliqNero I don tell you what’s at stake for this Buhari thing, let this matter be bros ..",d_nigerian,In the Caves of Modor !!! 
2018-12-26 07:27:33,@NigeriaNewsdesk @todayng Sure now. Even Buhari knows,MorakinyoOluta3,
2018-12-26 07:27:32,@john_danfulani Is it not clear enough he is jubril of Sudan and not buhari?,bryan_okojie,
2018-12-26 07:26:53,"In Fela's voice ""no be outside Buhari dey?... Na craze man be dat... Animal in human skin""",lyrical9,Treasure Chambers...
2018-12-26 07:26:43,"@factomee @Samuelifea @ElGordo91015021 @GovAyoFayose 😂 😂 😂 So, now you acknowledge the electoral law?  So, as an institution, inec didn't act? Well, if it is the law that said APC won't present candidate in Zamfara; is it the IG/Buhari that says Saraki, Dino, and Adeyanju committed crimes and must prove their innocence or law?",JACOB_GAB,"Lagos, Ibadan, Osogbo, Nigeria"
2018-12-26 07:26:39,@ShehuSani Buhari is a failed project on issues of administration and coherent management of scares resources.,Ucheorji14,
2018-12-26 07:26:12,"@farooqkperogi @emekus01 I have proposed there is a need to bar ppl of low INTELLIGENCE from voting, regardless of academic qualifications. What's wrong with him having a light moment during a festive season? Buhari will WIN the election, because he has earned it with his work, not by singing.",MrOla40102926,"Lagos, Nigeria/ America "
2018-12-26 07:25:27,@walemassive @PremiumTimesng @YeleSowore @Sowore2019 @daily_trust Buhari....he made sure his party has narrow base.. he has covered almost 3geopolitical zone b4 mingle up with then ACN,Uthaymin,
2018-12-26 07:25:03,This baba the vex ontop buhari matter #sunrisedaily,vikturino,"6.52681,3.35389"
2018-12-26 07:24:49,@zege123 @AttahirBabaji @aykay_umr @MOHD_Ks @omonlakiki @atiku Was it not Buhari's herdsmen and bokoharam that made the poor girl orphan?,ernestebule,"Lagos, Nigeria"
2018-12-26 07:23:39,"Court Orders are meant to be obeyed. The government of Nigeria led Muhammadu Buhari must obey the orders of our courts. 
#FreeDejiAdeyanju #FreeDejiAdeyanjuNOW",Ikoro85,"Abuja, Nigeria"
2018-12-26 07:23:26,@Abdyusuf1984 @AdeBanqie @XperiencSwtness @IsuphJt @fredliner009 @kennygee_70 @deezer234 @Buhari_Ghandi Morning Bro.,aktogbaskey,
2018-12-26 07:23:14,"@AAbdulface @mijans12 @Oddy4real @HQNigerianArmy @amnesty @IntlCrimCourt @AmnestyNigeria @MBuhari @GarShehu @zinadabo1 I'm not particular about the gory images in the video clip. I'm commenting as someone who has ears on the ground, in Zamfara. I lived and worked there for years.
People are being massacred across Zamfara and Buhari has FAILED to stem the rising crimson tide.",mydeji247,Nigeria
2018-12-26 07:23:02,Tell me what became better under President Buhari that was worse under former President Jonathan.,henryshield,"Abuja, Nigeria"
2018-12-26 07:22:25,"After 3 Christmas in Aso Rock, Buhari remembered to sing Christmas Medley on the last Christmas penultimate to election year.

And some efulefus want us to start rejoicing.

Ara chagbuo kwa nnu there.",nwaikeokwu,"Owerri, Imo State Nigeria"
2018-12-26 07:22:10,"Now that 2019 election is around the corner, the next question they'll be asking is if I'm better than I was in 2015....

My response:

Definitely, I am better. My company went into receivership last year caused by poor corporate governance (not Buhari).",seunfadahunsi,Been around the world
2018-12-26 07:22:06,"@GuardianNigeria Dis guy is yet to recover from his pain, any proof to substantiate? hope u kept d pics of d dead buhari u had. Leader without decorum talking from all sides of his mouth. If he's arrested to come support his claim, saraki will start another hastag free fayose",omotee035,
2018-12-26 07:21:47,@dino_melaye Senator Dino. Let my dividend of democracy from u be a vote for BUHARI come 2019..Dont disappoint me plz.,IsmailAjao1,
2018-12-26 07:21:46,"@beebah5 @Ayourb In Okeho Oyo state, light has been on me like #BukolaSaraki eyes on #Buhari without blinking. 

 But, #LagosWhy?",APharsh,"Lagos, Nigeria"
2018-12-26 07:21:27,"Chronic totalitarians like Joseph Stalin ,Adolf Hitler &amp; Mobutu Sese Seko didnt fight with their spouses in public. Mr.Buhari's specie of totalitarianism is in a class of its own. Boundless &amp; outrageous dictatorship!",john_danfulani,"Kaduna, Nigeria"
2018-12-26 07:21:18,"@IamDlawpops @bukolasaraki @SPNigeria @OnemolaOlu @OfficialPDPNig @Onile050 @babaidris090 @nytimesworld @yusufalabere @daily_trust @chiefow @shewn007 Mentor to many lazy youths Buhari was referring to. Someone who studied medicine, found AWUFU money in politics &amp; decided 2 jettison saving lives to killing lives.
U better find something else 2 do bcos very sn now there ll b no AWUFU money in politics again.",AdeshinaOwolab5,
2018-12-26 07:20:58,"@stanzbutty You don’t need to be shock. The fact is that it is coming to the south by 2023 if Buhari is elected but if Atiku is elected it is coming back to the south 2027 simple. The south comprises SE,SS and SW so it could be any of them.",kay4chizzy,Nigeria
2018-12-26 07:20:55,"This one #BoxingDay is not trending, Buhari and his government has made things hard, even gifts are no longer free.",xavia_spirits,#Relocated #Freedhom-fighta
2018-12-26 07:19:36,@Bb_MsIncredible @anthonyabakporo @OluwatoyinBalo3 Take that up with Obasanjo! Atiku has no business with that! Stop joining issues. Discuss Buhari’s innumerable failures. Let’s know if he can stop BH unrest and improve living conditions in a few months.,seundann,"Lagos, Nigeria"
2018-12-26 07:19:33,@DailyPostNGR Buhari's salary is already slashed.,UtomiGabriel,
2018-12-26 07:18:40,"Foundations are good means of giving back to the society. 
Obama has. 
Trump has.
Atiku has. 
Buhari babu. 
@atikufoundation. 
You just can't give what you don't have. #NigeriaDecides",oladseyOOE,Nigeria
2018-12-26 07:18:23,"Buhari is blaming everything and everybody for his failure... Heard he's blaming system now for his failure, very soon he'll start blame Nigerians for voting him into power!",EjimSkillz,Nigeria 
2018-12-26 07:17:44,@SaharaReporters Why didn't they withdraw that of buhari jubril or that of mohammadu buhari when he wanted to run for the election? Well it's obvious that the man came with a small brown envelope and not a simple small or medium gana must go with hard currencies in it! Shame!!!,Platinum_Chisom,
2018-12-26 07:17:43,Celebrating  my Christmas listening to President  Buhari's 🎄 Christmas song.  Wonder shall never END,rilpaul,
2018-12-26 07:17:31,@Jumwalter @channelstv Man angry with President Buhari bcoz he was locked out of Villa.,batabosso,"Lagos, Nigeria"
2018-12-26 07:16:59,"Hope Buhari Is Preparing For His Upcoming Presidential Debate In About 3weeks Time, bcos i can't Wait",effalixumab,Naija
2018-12-26 07:16:36,"@vic_shola @renoomokri @MBuhari Vic being emotional about every tweet with Buhari mentioned.
Maybe u feel same with the motivational tweets if buhari is included.",OkuUmoren,
2018-12-26 07:15:49,"@cbngov_akin1 If Buhari was not in this tweet, it wouldn't be complete
Congrats bro . . . As the days pass, may you love wax stronger.",toyinajet,Nigeria
2018-12-26 07:15:48,"@scarfizal After +3years Buhari has not introduce policies that can improve this corruption fight. When he was elected he tried to introduce ""whittle blower policy"" that help in discovery money's that will don't really know D owners. 
U can't fight APC members mean U can't fight corruption.",GOODLUCKNERO,"Delta, Nigeria"
2018-12-26 07:15:21,@gboras2016 @vanguardngrnews Oga it is not Buhari that started the Niger bridge it was Good luck Jonathan. Bulgari met the ongoing project. Read ur news papers pls,Emekaike121,
2018-12-26 07:14:47,@FashinaAdeniyi @MBuhari Buhari is fair and fine. His simplicity is non-african and he has a good style of leadership,Balmydealz,Worldwide 
2018-12-26 07:14:39,"@KakaakiSocial Nigerians have the best sense of humour by making a remix of the buhari/osinbajo/oshiomole carol. Dino just likes drama, he could emulate Obama and help the needy. Meme of Peter Obi was badly done. Bobrisky shld be left to live his life. @MrFixNigeria",BeebbeeA,Loyola University Chicago
2018-12-26 07:14:15,@Mr_JAGs The fear of Buhari is the beginning of Knowledge 🤣🤣🤣. People fear this man ehn,femo_femostic,
2018-12-26 07:12:57,"@ProfOsinbajo The Ex generals are murmuring, Why? There is no sign President Buhari will renew their oil blocks contract.- Social cultural groups are grumbling, Why? No more Ghana must go bags of money to support Buhari.- The Royal Fathers are shouting, Why? Buhari did not pay homage with cars",osinere,lagos 
2018-12-26 07:12:51,Buhari slams wife over claim that cabal runs his government.,mr_danbabaa,Estadio SANTIAGO Bernabeu
2018-12-26 07:12:10,"@GovAyoFayose No wonder they call you Mr Enunjawaya. You tweet before thinking. You did worse during the election in your state, yet you lost your local government. In any battle between you and Buhari, he's always come out the winner leaving you to wail painfully.",MrLekanAdigun,Lagos
2018-12-26 07:12:06,@AshakaSaleh @MBuhari This man called buhari or jubril is just a pain u ur ass. I love my president. We are going to vote for u again dear jubril.,naztyfl,Nigeria
2018-12-26 07:11:47,"We should not forget that IG of police tenure will expire on 3rd of January and Buhari planing  to extend it till after election so he can use him &amp; do his dirty JOB. 

Idris must go 3rd of JAN.",Asiwaju_limited,Houston Lagos Abuja 
2018-12-26 07:11:20,"@lekeakinpelu @biolakazeem Buhari was harder to sell my brother. 

Were you aware that barely 2011 buhari in some part of the  southern electorate was considered

A blood thirsty, power hungry Muslim Fulani extremist that will convert all to Muslims once he becomes president?.

But APC ""changed"" the image",olaondeck,everywhere you are not
2018-12-26 07:11:00,I'm rolling out 2018. Setting my 2019 agenda .Topping the list of my most-do tasks is; re-uniting Mr.Buhari with his 150 cows in Daura on or before 29th May 2019.,john_danfulani,"Kaduna, Nigeria"
2018-12-26 07:10:39,@DrCOmole @CTVpolitics @channelstv The interview was a contest sort of. Bwala is a strong supporter of the APC and Buhari while Odumakin is also a strong supporter of the PDP. Whether the viewers are informed or not the viewers know this. After all only those who had been watching the program tune to it.,jchristianalex,
2018-12-26 07:09:48,@thecableng @MBuhari I agree 100%. But majority of ignorant Nigerians who don't know how government works will be blaming President Buhari in ignorance and others in their malicious stupidity. It is amazing he paid within 4yrs the pensions that previous Heads of State failed to pay in 30yrs!,247nigeria,"Lagos, Nigeria"
2018-12-26 07:09:24,"@vanguardngrnews Buhari not in charge? If this allegation is true then those in charge, that you rumour mongers can never mention their names, are doing fine. And All of you will remain in your mischief making while Nigeria prospers.",Abdulga46407510,
2018-12-26 07:09:03,"@vanguardngrnews With the possibilities and abilities, I'm wondering how we ended up with Buhari, it's truly a land of possibilities...",pro_d_g,EARTH
2018-12-26 07:09:02,And should mind her business or leave Aso Rock for Daura. Nigeria situation demands all seriousness Buhari is putting in place &amp; we don't need any imagination &amp; distractions from any quarters @ this auspicious time for our leader. She is Privileged &amp; must utilise it judiciously.,SakaAbdulsalam,Nigeria
2018-12-26 07:09:01,"With respect to the office of the president &amp; his person, Aisha Buhari should apologise to her husband &amp; Nigeria for going off rail to confuse the nation on cabal in Ask rock she sees in her dreams &amp; not in reality. No one appointed her to interfere in the Highly respected office",SakaAbdulsalam,Nigeria
2018-12-26 07:08:02,"@scarfizal Buhari is fighting corruption. Instead of stopping corruption. You can't keep your goods carelessly and think it will not get missing. The system is faulty. Last administration come up with difference ideas to reduce corruption. E.g. BVN, TSA, Card Reader, LINE Registration etc.",GOODLUCKNERO,"Delta, Nigeria"
2018-12-26 07:08:01,"""I am not slow, it is the system that is slow. This is democracy."" Muhammadu Buhari.

Me: Working with Saraki and his crazy gang of 99, the President needed to be cautious. A good General should know when to accelerate and when to apply brakes when the political fields are MINED.",Allyoyedokungm1,"Ibadan, Nigeria"
2018-12-26 07:07:56,"Deception activated, Buhari was cajoled to sing a Christmas Carole song yesterday just the way he was cajoled to put on suit before 2015 elections. We should not be allowed to be deceived by these hypocrites in government. #Becircumspect",Williams_Chidi,"Lagos, Nigeria"
2018-12-26 07:07:05,"On AIT News yesterday, they decided 2 Fact Check Buhari's claims at d NASS abt projects on going all over Nigeria.They had reporters give on d spot assessment.All were confirmed 2 be true by them! That's d diff &amp; that's integrity at play.
#LetKeepMovingForward
#NextLevelNigeria",AbdulhaqAbu,"Lagos, Nigeria"
2018-12-26 07:06:59,@atiku I just hope this won't end up like Buhari prophecy too....,OgbeniHercules,"Akungba, Nigeria"
2018-12-26 07:06:49,"@Femisonic Maybe they used too much buhari spice. 

You know the end result 😂😂😂",jaaycostick,Port harcourt city
2018-12-26 07:06:47,"Adamu Sambo of NTA News said Nigerian Christians are privileged to be wished a merry Christmas in an incoherent song sang by Buhari and his co-clowns Osinbajo and Oshiohmole.. As though buhari is an emperor over Nigerians and not a citizen like us

So, Adamu Sambo is a Nigerian?",CHYCHYCHUKWU,GLOBAL
2018-12-26 07:05:47,@Mr_JAGs But why is this Saraki man always like this? Why is he always eyeing Buhari this way?,Nigeriaaaaaaa,"Lagos, Nigeria"
2018-12-26 07:05:10,"Breaking news 

""Buhari you are an embodiment of honesty and integrity""
 ~ China President.",mudathirlateef,
2018-12-26 07:04:59,@KwankwasoRM U are right sir....voting Buhari 2019. Will normalize the situation come 2019. U also have a role to play.,IsmailAjao1,
2018-12-26 07:04:26,"@scarfizal I didn't watch it, how I wish to have watch it, since 2014 I stop watching their station, how I which I watch it, shame on them, because their main aim is to disgrace my president, may God continue to disgrace them and continue to bless my president baba Buhari moving #NextLevel",FatimaIsahWazi1,
2018-12-26 07:04:10,Lmao...this Small Doctor ehn...Performing at Warri Again and kept shouting 'Buhari yeh maa sun' a couple of times.,smug55,Nigeria
2018-12-26 07:03:59,"@OluwatoyinBalo3 @mr_ayotunde I still dont get why i will now vote for Atiku. If it aint Sowore, then Buhari. But Sowore cant win obviously. So🤷🏾🤷🏾🤷🏾",Ayo_bamiii,"Akure, Ondo State"
2018-12-26 07:03:53,"@scarfizal To you it is allegation but me and some of us, that watch him and following him. Knew already that Buhari is the master of incompetence and his surrounded by corrupt individuals. 80% Nigerians are corrupt from their mind set. What will need is a new system and Strong institution.",GOODLUCKNERO,"Delta, Nigeria"
2018-12-26 07:03:51,@aktogbaskey @AdeBanqie @XperiencSwtness @IsuphJt @fredliner009 @kennygee_70 @deezer234 @Buhari_Ghandi Good morning bra,Abdyusuf1984,Nigeria
2018-12-26 07:03:40,Buhari is an evangelist of poverty &amp; apostle of corruption. True or false?,john_danfulani,"Kaduna, Nigeria"
2018-12-26 07:02:11,"@BossMustaphaSGF recently instructed the Igbo to work for Buhari in 2019 to secure an Igbo Presidency in 2023. @ProfOsinbajo also instructed the Yoruba to work for @MBuhari in 2019 to secure a Yoruba Presidency in 2023. 

They are confused in their attempt to confuse the people.",stevetosin,"Akure, Nigeria"
2018-12-26 07:00:20,"Third, those visiting the 2 men and licking their shoes know in doing that they are really licking the shoes of Buhari, the McCoy.",OmoseKingsley,"Lagos, Nigeria"
2018-12-26 07:00:07,"@MizCazorla1 Buhari will be elected again. his re election is sycrosanct,just go to bed.",ayekhemheferdi1,Louix
2018-12-26 06:59:51,Buhari is a DISASTER. don't argue with Buharists. Even Hitler had worshippers. We are more than them. #GNWA ##ATIKU4PRESIDENT,ainyangetoh,
2018-12-26 06:59:30,Buba Galadima is my favourite spokesman for the Atiku campaign. He will be responsible for several million Atiku votes from core northern bases of Buhari. It's always a delight to watch him speak on TV. #GNWA,kengkengati,Worldwide
2018-12-26 06:59:23,"@MalipRohan 😂 😂 😂

You can't even communicate correctly...

Learn to distinguished between English and English Language. 

Sai Baba,  Sai Buhari.",MustaphaMainaUm,Abuja
2018-12-26 06:58:02,@MobilePunch The government failed due to your contributions.Take it or leave it Buhari is not Nigeria's problem but the National assembly.,AdeyanjuLeke7,
2018-12-26 06:58:00,Same Buhari regime and person fit dey  save 1 million a month. I'm not saying anything oo. God just come through for your boy 🙏🙏🙏,Jesme9,"Kano, Nigeria"
2018-12-26 06:57:42,@OakTVOnline @Tweetwizzard Buhari blasts his wife for saying the truth.,ejehjosh,Africa
2018-12-26 06:57:37,"@freakyfreon @bulu_kay @oladipupo01 @adeyanjudeji @aligthebaptist President Buhari is the God sent to rescue Nigerians from your Godfathers anr looters of this country...

At point time Dino has said anybody fighting PMb is fighting will of God.  Ask Saraki,  Kwankwasso and the rest for proves ?",MustaphaMainaUm,Abuja
2018-12-26 06:57:24,"@NigeriainfoFM Buhari, Osibanjo and Oshiomole were simply embarrassing Nigerians or maybe I should call it a mockery with that rendition of the Christmas Carol. #BreakfastNewsDigest",iheme_emmanuel,Everywhere
2018-12-26 06:57:15,"In 2014, the news in the North was that GEJ was using Boko Haram to reduce the population of the North, now that Saint Buhari has taking over i hope they are fine now?",rickieflamez,Ph
2018-12-26 06:57:07,@yush_belle What has Buhari done about Almajire in the North. At list something has to be done for this children to be happy.,saratu_ibrahim,Abuja. Nigeria
2018-12-26 06:55:46,@toluogunlesi @FMPWH This will not stop Buhari to achieve his NextLevel that’s to go back to Daura.#LetsGetNigeriaWorkinAgain enough of propaganda @toluogunlesi,davidjagun1,
2018-12-26 06:55:21,"@Haywhy_Jah I ll tell you why he deserves another 4 years, change in government and programs has been the bane of the nigerian society over the years. PDP destroyed Nigeria for 16yrs...I personally want to see Buhari end in 8 yrs not because I love him to but because I want good for naija",LADAPO,Canada
2018-12-26 06:54:56,"Come to think of it. Some factions are nailing Buhari for the present state of the country, while some are nailing Atiku because of his past. My point is try something new if you are tired of repetition.",saidoxx19,"lagos,Nigeria"
2018-12-26 06:54:26,"@NigeriainfoFM The President can't be berating his wife for stating the obvious about cabal being in charge of his government, my anger is just that @aishambuhari couldn't name these cabals or supposed strong persons. Obviously Buhari isn't in charge. #BreakfastNewsDigest",iheme_emmanuel,Everywhere
2018-12-26 06:54:16,@nsoigb Did I mention buhari in my tweet?,zeesol16,"Ibadan, Nigeria"
2018-12-26 06:54:09,@GirlishLava As if Buhari didn't promise to create 3million jobs annually.,Dandy_mee,"Sokoto, Nigeria"
2018-12-26 06:53:59,"@Ody_johnson He actually was, and still until he was refused freedom after granted bail by a competent court! Then he gained sympathy and status changed. Buhari made Nnamdi Kanu!",tonyblaitz,United Kingdom 
2018-12-26 06:53:36,@Laurestar This old woman has really makes Buhari  her God,Elivtjacksonj2,Nigeria
2018-12-26 06:53:32,Cabal: Buhari finally reacts to Aisha’s allegation that two men controlling his govt,aniamaowo,"Akwa Ibom, Nigeria"
2018-12-26 06:53:26,"@renoomokri @MBuhari President Buhari is not a christain and singing a Christmas song now is not because of election, just improvement.",TaiwoHa68094094,
2018-12-26 06:52:53,"@AdeolaFayehun ,Can you swear sincerely that the person in Aso Rock is really Buhari Rat pursued him out of office, it's a game plan",alexinterbiz,
2018-12-26 06:52:07,@renoomokri @MBuhari I wan kpai with laff for this Buhari born again Christian Xmas comedy,osawilliams,
2018-12-26 06:50:02,"Nigeria, KICK Buhari OUT.

Such a SATANIC, GLOOMY DOOMY government!",BrookofGod,Worldwide
2018-12-26 06:49:46,"Baba Buhari @MBuhari Plss before going to Akwa Ibom, go to Zamfara and see yourself how people are suffering. A problem to Zamfara is a problem to all of us. How I wish you will consider this plead. Cc @GarShehu @ProfOsinbajo @NGRPresident @NGRSenate",SadiqSadiqTuku1,"Kano, Nigeria"
2018-12-26 06:49:21,"@TheNationNews  IGP has one job description: using the police force to deliver 2019 for Mohammadu Buhari.Dino, Adeyanju identified obstacles",1Verich,
2018-12-26 06:49:04,"@NigeriainfoFM Buhari and the APC claimed that subsidy was a scam but today they are paying subsidy, what manner of inconsistency is this? #BreakfastNewsDigest",iheme_emmanuel,Everywhere
2018-12-26 06:48:59,"@MobilePunch The real statement is: ""I don't care if the country crashes and burns, as long ad I re-loot all that was looted.""

Buhari is an extremely wicked man who cares for nobody but himself. 

Don't say Aisha didn't warn you.",boredomkillerr,"Lagos, Nigeria"
2018-12-26 06:47:59,"@MizCazorla1 The man did a gofundme for his campaign, Nigerians paid millions into his account hoping he has good intentions, Man made a U turn and started campaigning for Buhari. He wants to refund those that paid if they can come wit proof, you expect pple to kip teller after payment? Fraud",rickieflamez,Ph
2018-12-26 06:47:56,"@SaharaReporters @HQNigerianArmy @PoliceNG Not again, what are we waiting for to fire Buhari, until all of us must have been killed. God forbid.",MichaelMonday6,
2018-12-26 06:47:55,@adeotihabeeb15 @Mz_Tosyn Saraki Glare looking at Mr President to confirm if is Jubril or Buhari 😂😂😂😂,a4lahyan,"Lagos, Nigeria"
2018-12-26 06:47:55,"@AdewaleOsoneye @renoomokri @adeyanjudeji @JeffFlake @MBuhari Nigerians are the enemies of themselves....nothing like error. You made, you're happy apc detained deji wrongly? Don't be too excited.... Buhari is going down 2019. Injustice..... Foolish tout.",JohnGra60799908,"Benin-City, Nigeria"
2018-12-26 06:47:41,"@MBuhari of @APCNigeria believes in xmas so much that he DID NOT sing xmas songs in 2015. NOT in 2016. NOT even in 2017.But close to election year, Buhari became a born again christian and sang a xmas song in 2018. @OfficialPDPNig @Gidi_Traffic",zebells,"Dallas,Texas, United States."
2018-12-26 06:46:52,The Daily Sun: ASUU Strike: Students threaten mass protest in Abuja; NNPC spends N623 billion on fuel subsidy; No cabal in my govt -- Buhari.,NigeriainfoFM,Lagos
2018-12-26 06:45:54,"The ""system"" made you not to appoint ministers for six months. The ""system"" made you not to constitute boards for over two years. The ""system"" made you not to fire Babachir Lawal, Lawal Daura and other indicted officials in time. Buhari is a pathetic fellow, a complete failure.",InibeheEffiong,"Lagos, Nigeria"
2018-12-26 06:45:08,@freshfmibadan Since the Buhari ‘s impostor issue. The president and his wife has been alien to each other. Should we look other way? @topeedward,GcfrOlayinka,"Ibadan, Nigeria"
2018-12-26 06:44:24,@toluogunlesi @nazirgaladanchi @FMPWH Tolu please earn your salary it's legal but leave us out of these psuedo achievements!  Buhari is the worst thing that ever happened to Benue people!,ochejoseph,
2018-12-26 06:43:49,"@lordsface3 @ogundamisi @atiku @voahausa @MBuhari If you want Buhari back in 2019 you have to do more to convince the electorates,not to accuse someone of hate for Buhari. You can’t come in 2018 to like Buhari more than someone who started following him since 1984 as HOS and was beaten in my polling unit for voting for Buhari.",emmanuelnnana,
2018-12-26 06:43:41,"@renoomokri @MBuhari The pain and agony from Buhari is too much for Reno ,if Buhari won in 2019 , I pray for your soul  ooo",GadOlay,Lagos
2018-12-26 06:42:54,@freshfmibadan Buhari has refused to be controlled by the wife. Women likes to be in charge. Thank PMB for allowing her the freedom to express her mind,akeemkay,Nigeria
2018-12-26 06:42:41,"It is the system that is slow,not me - Buhari

Left for buhari,all opposition members should be in jail &amp; the keys thrown away! A man that wants to relegate the rule of law,disobey court orders,break into judges homes in the middle of the night,'ll definitely blame the system!",MizCazorla1,
2018-12-26 06:42:36,"@vanguardngrnews until Buhari changes his strategy, approach and diagnosis. He responsible for these unnecessary deaths",1Verich,
2018-12-26 06:41:54,"@HNNAfrica Atiku might not be the best but he's our best bet at removing this curse ""Buhari"".
Anything to remove Buhari. Any vote for Sowore or Muoghalu is wasted &amp; helps Buhari. Be wise.",Emanstone,
2018-12-26 06:41:46,@garkuwan_buhari Victory is ours In Shaa Allah,don_rufy,Cyprus/Gombe
2018-12-26 06:41:26,"@freshfmibadan @topeedward Barr Aisha is the closest friend to Muhammad Buhari, she said what the she saw. If not her who? That shows our President is incapable We thank Baba for money retrieves so far, but that not the only area we need him to work, we need action man to deliver",KolapoRasheed14,"Ibadan/oyo state,nigeria"
2018-12-26 06:41:18,I hope one day Aisha Buhari will come out with the names of cabals controlling her husband's govt. @freshfmibadan,omo_kehinmi,"Cairo, Egypt"
2018-12-26 06:41:15,"Buhari strive to make sure staff are paid their entitlement, NASS which is on first line charge could not pay their staff instead you took them to court because they ask for their right.",tope_adebayo,"Lagos, Nigeria"
2018-12-26 06:40:58,"""My uncle retired from NITEL and never got his pension till he died last year

His wife got N5M this year after Buhari decided to clear Pensions""

Olamide Atanda.  Copied",robinebony,
2018-12-26 06:40:48,"Today, on the #FrontPages on #MorningCrossFire, we are reviewing the following newspapers -- The Punch: I’ll continue as Baba Go Slow until I retrieve every stolen money –Buhari; Buhari slams wife over claim that cabal runs his govt.",NigeriainfoFM,Lagos
2018-12-26 06:40:43,"Did only Buhari government fail Nigerians??? No

We have 36state governors and we can't pick 6 that have been impressive so far... 

We need good heads in our state level as much as we need a flexible President with a sound mind.",90Skills,
2018-12-26 06:40:38,"Secondly, Buhari is the one dominating his own government, yes 15.4m people voted for him but this is exactly how he wants it.",OmoseKingsley,"Lagos, Nigeria"
2018-12-26 06:40:38,"@MBuhari President Buhari, you tried, but you are about to make a mistake before the voice of the vice president intervened. Happy Christmas to you also!!!!",ikebuike,"Enugu, Nigeria"
2018-12-26 06:40:22,@freshfmibadan#Freshlypressed @topeedward Aisha BUHARI must give us the names of cabal if she is saying the truth,afeezraji1,
2018-12-26 06:40:16,@seunonigbinde Is Buhari holding him?,GeeTrill,World wide 🌎
2018-12-26 06:39:11,"@benylex @bebs730 @channelstv @segalink Cut your dad some slack bro.
The job is with you to analyse pre Buhari economic positions and current results to him.
Gradually he will see it.
No worry popsy too much oo.
Lolz",Ezbaronkings,Nigeria
2018-12-26 06:39:04,"On AIT News yesterday,they decided to Fact Check Buhari's claims at the NASS about projects on going all over Nigeria. They had reporters give on the spot assessment. All were confirmed to be true by them!! That's the difference and that's integrity at play.",scarfizal,Abuja
2018-12-26 06:39:00,"Do you know,that Nigerians did not experience fuel scarcity 2018 . Nobody will talk about this... #NigeriaNews #NigeriaDecides2019 #Buhari",pslamar_,"Abuja, Nigeria"
2018-12-26 06:37:57,@MBuhari Why is osibanjo looking @ buhari Lyk he doesn't know what he is singing,ugoblaze90,lagos
2018-12-26 06:37:28,"@faaderera Haaaa, i will tell buhari for u, how can u say u hate banger, of all things, in short gimme ur address, i wantu cum and give u 5 sounds and ino oloun...",vikerrands,
2018-12-26 06:37:20,"Firstly, hope Aisha Buhari is now fully convinced that her husband is the Cabal or the McCoy or the real Jubril.",OmoseKingsley,"Lagos, Nigeria"
